Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Cost per item
garbi-parasol,Parasol para terraza aluminio,"<p>El parasol Garbí es una opción de gran tamaño, ideal para cualquier espacio exterior. Con una estructura de aluminio y varillas con perﬁl rectangular de aluminio, garantiza excelente resistencia. Su tejido Textilene lo convierte en una opción destacada en su categoría. Este material ofrece una gran resistencia y una larga vida útil.</p>
<p>Cuenta con una válvula de liberación de aire incorporada para mayor estabilidad, y su diseño redondo asegura una cobertura óptima. Diseñado para ser usado con base, disponible en nuestro catálogo, el Garbí es ideal para quienes buscan una solución funcional y robusta para grandes áreas exteriores.</p>
<ul>
  <li>Tejido Balliu</li>
  <li>Aluminio mate</li>
</ul>
<p><strong>Dimensiones:</strong> Alto: 275 cm | Diámetro: 300 cm | Peso: 17 kg</p>",Balliu,,Parasol,"balliu, exterior, parasol, garbi",TRUE,Configuracion,Diam. 300 Cm Tela Balliu,BALLIU_GARBI_PARASOL_DIAM_300_CM_TELA_3B7E77D1,0,shopify,0,deny,manual,561.54,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2025/04/garbi-parasol-800x614-01-1200x921.jpg,1,Parasol para terraza aluminio,FALSE,Parasol para terraza aluminio,"El parasol Garbí es una opción de gran tamaño, ideal para cualquier espacio exterior. Con una estructura de aluminio y varillas con perﬁl rectangular de aluminio, garantiza excelente resistencia. Su tejido Textilene lo convierte en una opción destacada en su categoría. Este material ofrece una gran resistencia y una la",active,
brisa-parasol,Parasol para terraza aluminio | 300 cm,"<p>El parasol Brisa es una opción que combina resistencia, ligereza y funcionalidad en un diseño de gran tamaño. Su estructura y varillas de aluminio garantizan una excelente durabilidad, mientras que su tejido de Textilene lo distingue de otros parasoles. Este material, poco común en su categoría, ofrece una resistencia excepcional.</p>
<p>Su panel cuadrado proporciona una amplia zona de sombra, ideal para cualquier espacio exterior. Incorpora una válvula de liberación de aire para mayor estabilidad y está diseñada para utilizarse con base, disponible en nuestro catálogo.</p>
<ul>
  <li>Tejido Balliu</li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 300 cm | Alto: 285 cm | Peso: 10 kg</p>",Balliu,,Parasol,"balliu, exterior, parasol, brisa",TRUE,Configuracion,Parasol tela Balliu 300X300 cm.,BALLIU_BRISA_PARASOL_PARASOL_TELA_BAL_0CEBA8E7,0,shopify,0,deny,manual,561.54,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2023/12/brisa-parasol-avena-800x614-1.jpg,1,Parasol para terraza aluminio | 300 cm,FALSE,Parasol para terraza aluminio | 300 cm,"El parasol Brisa es una opción que combina resistencia, ligereza y funcionalidad en un diseño de gran tamaño. Su estructura y varillas de aluminio garantizan una excelente durabilidad, mientras que su tejido de Textilene lo distingue de otros parasoles. Este material, poco común en su categoría, ofrece una resistencia",active,
roma-parasol,Parasol para terraza aluminio | 300 cm,"<p>El parasol Roma es una opción de gran tamaño, diseñado para ofrecer máxima sombra y confort. Su estructura y varillas de aluminio proporcionan una excelente durabilidad, mientras que la válvula de liberación de aire garantiza mayor estabilidad.</p>
<p>Se abre fácilmente con manivela, permitiendo regular su inclinación. Incluye una cruzeta con rotación de 360º para ser ﬁjada con losas de hormigón, disponibles en nuestro catálogo. Ideal para grandes espacios, el Roma es sinónimo de resistencia y versatilidad.</p>
<ul>
  <li>Tejido acrílico</li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 300 cm | Alto: 210 cm | Peso: N/D kg</p>",Balliu,,Parasol,"balliu, exterior, parasol, roma",TRUE,Configuracion,300X300 Cm,BALLIU_ROMA_PARASOL_300X300_CM_6C1E1224,0,shopify,0,deny,manual,1019.50,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2023/12/roma-parasol-gris-oscuro-800x614-1.jpg,1,Parasol para terraza aluminio | 300 cm,FALSE,Parasol para terraza aluminio | 300 cm,"El parasol Roma es una opción de gran tamaño, diseñado para ofrecer máxima sombra y confort. Su estructura y varillas de aluminio proporcionan una excelente durabilidad, mientras que la válvula de liberación de aire garantiza mayor estabilidad. Se abre fácilmente con manivela, permitiendo regular su inclinación. Incluy",active,
pasarela-resina-reciclada-100,Accesorio exterior resina,<p>Pasarela Resina Reciclada 100 %</p>,Balliu,,Accesorio,"balliu, exterior, accesorio, reciclada, resina",TRUE,Configuracion,% Metro Pasarela blanca reciclada 120 cm.,BALLIU_PASARELA_RESINA_RECI_METRO_PASARELA_B_DA11D420,0,shopify,0,deny,manual,48.25,,TRUE,TRUE,,,,FALSE,Accesorio exterior resina,Pasarela Resina Reciclada 100 %,active,
pasarela-resina,Accesorio exterior resina,<p>Pasarela Resina</p>,Balliu,,Accesorio,"balliu, exterior, accesorio, resina",TRUE,Configuracion,Metro Pasarela 120 cm.,BALLIU_PASARELA_RESINA_METRO_PASARELA_1_DF85D2D1,0,shopify,0,deny,manual,82.22,,TRUE,TRUE,,,,FALSE,Accesorio exterior resina,Pasarela Resina,active,
colchoneta-tumbona,Colchoneta para tumbona,<p>Colchoneta Tumbona</p>,Balliu,,Accesorio,"balliu, exterior, accesorio",TRUE,Configuracion,Tejido acrilico,BALLIU_COLCHONETA_TUMBONA_TEJIDO_ACRILICO_26977CB8,0,shopify,0,deny,manual,70.57,,TRUE,TRUE,,,,FALSE,Colchoneta para tumbona,Colchoneta Tumbona,active,
colchoneta-tumbona,,,,,,,,Configuracion,Tela Balliu / Guata,BALLIU_COLCHONETA_TUMBONA_TELA_BALLIU_GUAT_0E9A3256,0,shopify,0,deny,manual,62.07,,TRUE,TRUE,,,,FALSE,,,active,
colchoneta-tumbona,,,,,,,,Configuracion,Tela Balliu / Dryfeel,BALLIU_COLCHONETA_TUMBONA_TELA_BALLIU_DRYF_41269616,0,shopify,0,deny,manual,102.54,,TRUE,TRUE,,,,FALSE,,,active,
weguard-caja-de-seguridad,Mobiliario exterior resina | 28 cm,"<p>La caja de seguridad WeGuard está fabricada con polipropileno de alta resistencia, ofreciendo durabilidad y seguridad. Cuenta con una cerradura de dial numérico y una llave de seguridad para mayor protección.</p>
<p>Su capacidad de 1,6 litros es ideal para guardar objetos pequeños. Compatible exclusivamente con las tumbonas Eva Pro, es una solución perfecta para mantener tus pertenencias a salvo.</p>
<ul>
  <li>Resina Classic</li>
</ul>
<p><strong>Dimensiones:</strong> Largo: 20 cm | Ancho: 28 cm | Alto: 8,5 cm | Peso: N/D kg</p>",Balliu,,Mobiliario exterior,"balliu, exterior, mobiliario exterior, caja, seguridad, weguard",TRUE,Title,Default Title,BALLIU_WEGUARD_CAJA_DE_SEGU_6264905D,0,shopify,0,deny,manual,34.61,,TRUE,TRUE,https://www.balliuexport.com/wp-content/uploads/2024/03/weguard-caja-de-seguridad-blanco-ambiente-800x614-1.jpg,1,Mobiliario exterior resina | 28 cm,FALSE,Mobiliario exterior resina | 28 cm,"La caja de seguridad WeGuard está fabricada con polipropileno de alta resistencia, ofreciendo durabilidad y seguridad. Cuenta con una cerradura de dial numérico y una llave de seguridad para mayor protección. Su capacidad de 1,6 litros es ideal para guardar objetos pequeños. Compatible exclusivamente con las tumbonas E",active,
pie-parasol-40-kg,Pie de parasol,<p>Pie Parasol 40 kg</p>,Balliu,,Accesorio,"balliu, exterior, accesorio, pie",TRUE,Title,Default Title,BALLIU_PIE_PARASOL_40_KG_C2147052,0,shopify,0,deny,manual,88.17,,TRUE,TRUE,,,,FALSE,Pie de parasol,Pie Parasol 40 kg,active,
pie-parasol-40-kg-recubrimiento-plastico,Pie de parasol,<p>Pie Parasol 40 kg Recubrimiento Plastico</p>,Balliu,,Accesorio,"balliu, exterior, accesorio, pie, plastico, recubrimiento",TRUE,Title,Default Title,BALLIU_PIE_PARASOL_40_KG_RE_FAB3CAC6,0,shopify,0,deny,manual,68.16,,TRUE,TRUE,,,,FALSE,Pie de parasol,Pie Parasol 40 kg Recubrimiento Plastico,active,
base-hormigon-25-kg,Base de parasol,<p>Base Hormigón 25 Kg</p>,Balliu,,Accesorio,"balliu, exterior, accesorio",TRUE,Title,Default Title,BALLIU_BASE_HORMIGON_25_KG_3EE8B72D,0,shopify,0,deny,manual,54.88,,TRUE,TRUE,,,,FALSE,Base de parasol,Base Hormigón 25 Kg,active,
base-hormigon-30-kg,Base de parasol,<p>Base Hormigón 30 Kg</p>,Balliu,,Accesorio,"balliu, exterior, accesorio",TRUE,Title,Default Title,BALLIU_BASE_HORMIGON_30_KG_890A4CD4,0,shopify,0,deny,manual,27.52,,TRUE,TRUE,,,,FALSE,Base de parasol,Base Hormigón 30 Kg,active,
funda-tumbona,Funda protectora exterior,<p>Funda Tumbona</p>,Balliu,,Funda,"balliu, exterior, funda",TRUE,Configuracion,12 Unidades,BALLIU_FUNDA_TUMBONA_12_UNIDADES_D7D20AB0,0,shopify,0,deny,manual,137.94,,TRUE,TRUE,,,,FALSE,Funda protectora exterior,Funda Tumbona,active,
funda-tumbona,,,,,,,,Configuracion,24 Unidades,BALLIU_FUNDA_TUMBONA_24_UNIDADES_287BB1C0,0,shopify,0,deny,manual,176.97,,TRUE,TRUE,,,,FALSE,,,active,
funda-tumbona,,,,,,,,Configuracion,2 Unidades,BALLIU_FUNDA_TUMBONA_2_UNIDADES_686CC405,0,shopify,0,deny,manual,42.82,,TRUE,TRUE,,,,FALSE,,,active,
funda-parasol,Funda protectora exterior,<p>Funda Parasol</p>,Balliu,,Funda,"balliu, exterior, funda",TRUE,Configuracion,1 Unidades acrilico,BALLIU_FUNDA_PARASOL_1_UNIDADES_ACRIL_A1C16324,0,shopify,0,deny,manual,19.68,,TRUE,TRUE,,,,FALSE,Funda protectora exterior,Funda Parasol,active,
funda-sofa,Funda protectora exterior,<p>Funda sofá</p>,Balliu,,Funda,"balliu, exterior, funda",TRUE,Configuracion,Sofá individual,BALLIU_FUNDA_SOFA_SOFA_INDIVIDUAL_6F6D4953,0,shopify,0,deny,manual,69.71,,TRUE,TRUE,,,,FALSE,Funda protectora exterior,Funda sofá,active,
funda-sofa,,,,,,,,Configuracion,Sofá doble,BALLIU_FUNDA_SOFA_SOFA_DOBLE_0595C4C0,0,shopify,0,deny,manual,99.95,,TRUE,TRUE,,,,FALSE,,,active,
funda-sofa,,,,,,,,Configuracion,sofá triple,BALLIU_FUNDA_SOFA_SOFA_TRIPLE_852AF1C6,0,shopify,0,deny,manual,122.35,,TRUE,TRUE,,,,FALSE,,,active,
funda-silla,Funda protectora exterior,<p>Funda Silla</p>,Balliu,,Funda,"balliu, exterior, funda",TRUE,Configuracion,6 Unidades,BALLIU_FUNDA_SILLA_6_UNIDADES_340B2844,0,shopify,0,deny,manual,45.21,,TRUE,TRUE,,,,FALSE,Funda protectora exterior,Funda Silla,active,
cojin-40x40,Cojín exterior,<p>Cojin 40X40</p>,Balliu,,Accesorio,"balliu, exterior, accesorio, 40x40",TRUE,Configuracion,Cojin cuadral,BALLIU_COJIN_40X40_COJIN_CUADRAL_523E5AE9,0,shopify,0,deny,manual,28.69,,TRUE,TRUE,,,,FALSE,Cojín exterior,Cojin 40X40,active,
producto-limpiador,Limpiador para mobiliario exterior,<p>Producto Limpiador</p>,Balliu,,Accesorio,"balliu, exterior, accesorio",TRUE,Configuracion,Limpiador Tumbona/Tejido,BALLIU_PRODUCTO_LIMPIADOR_LIMPIADOR_TUMBON_D0D3FC26,0,shopify,0,deny,manual,12.41,,TRUE,TRUE,,,,FALSE,Limpiador para mobiliario exterior,Producto Limpiador,active,
