action,handle,title,vendor,preview_url,status,notes
balliu-update,balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,Silla exterior con brazos aluminio · estilo elegante | 56 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=2ae3e85454999707b5a2f4a8452580b3&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU3Ljc2MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--0afbf62842575acb2ae614c328967a5229ade1af,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-eaf4a34a,Silla exterior con brazos aluminio · estilo elegante | 56 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=3fbe4a7a80d52fe235616d2f44d8220a&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU4LjMyM1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--80c81c05028fb1641573078f54f1d83afa51c765,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-resina-estilo-minimalista-484cbea0,Silla exterior resina · estilo minimalista,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=19691b54fa4132f764bf503e869faa68&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU4LjkwNVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--f74608e284b89f37119f7f853f10b48eb0b95895,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-resina-estilo-minimalista-611d28cc,Silla exterior resina · estilo minimalista,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=ca831e959f60ef287618ec824c16e969&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE3OjU5LjQ4M1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--ac19fe23e54c28811803bdbba130b223847e249b,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-resina-estilo-clasico-57-cm-8164cc65,Silla exterior resina · estilo clásico | 57 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=f910a3578d8a6eec49115db89d4a03fc&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAwLjE1MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--5e28800fe53ae3dbc8240d19bfe9769266011235,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-resina-estilo-clasico-57-cm-5f329445,Silla exterior resina · estilo clásico | 57 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=e091879b13c93ff2848e4ad16728349a&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAwLjYyNFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--9385ef529f9ce9dbe93b9e5ac898eb7e439b03fd,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-resina-estilo-funcional-0b607ec7,Silla exterior resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=f3489740d2fb2829bb57d7b219e04291&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAwLjkzMFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--44273108a6bde6277483a68a558196a496808812,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-silla-exterior-resina-estilo-funcional-5fda60b0,Silla exterior resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=30db2924c1c7d262670755ee135e7743&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAxLjI1M1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--6e1d8f5162d9710af1fc71330743876ce0e767bc,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-silla-exterior-sin-brazos-resina-estilo-contemporaneo-49-cm-af080e9c,Silla exterior sin brazos resina · estilo contemporáneo | 49 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=8fdf18527739729705df72a158700b2e&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAxLjY5MVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--4ea7805ee4dc2b354ed080d11827687bee5e45e8,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-con-brazos-resina-estilo-contemporaneo-49-cm-d52becc5,Silla exterior con brazos resina · estilo contemporáneo | 49 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=86e7271409c3b415b41809d3cc24b7e6&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAyLjE2MFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--1c67d9ccb0d4875847cae30028587d2769f93910,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-sin-brazos-resina-estilo-funcional-daabcdaf,Silla exterior sin brazos resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=0bcc372bf4b33a517d71ba5ef2873a67&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAyLjYwN1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--6fa811bb71e5bf05e66dbbdd32da2dd4d9970f95,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-con-brazos-resina-estilo-funcional-75353330,Silla exterior con brazos resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=14f0791743570c21993e4ba9d1953bf2&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAzLjIxMFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--ece5e0db1bdddd13421b3f548286ef1d8f1795bb,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-con-brazos-resina-estilo-funcional-51f30794,Silla exterior con brazos resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=8d6ada9f43bf8c66bdca3f8f6bb9230a&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjAzLjczMVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--13e70cf3f57067ec22b94b3e6b5ff46edb3dfb20,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-silla-exterior-sin-brazos-estilo-contemporaneo-53-cm-cd07e7d6,Silla exterior sin brazos · estilo contemporáneo | 53 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=196c9f3d1ed9dc5bd1f83c712a4209f2&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA0LjI0MFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--6bb707e6e8e164e76cc6f82d920e2e7fdb286841,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-silla-exterior-con-brazos-estilo-contemporaneo-53-cm-c654c52f,Silla exterior con brazos · estilo contemporáneo | 53 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=8056a5ed2c0b2d1f05e4a95a6e44a6e1&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA0Ljc3OFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--e0b216ac08c664c7b25d2290d57f5708952e7b36,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-silla-exterior-con-brazos-resina-estilo-funcional-94b6e5b5,Silla exterior con brazos resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=553b53d8af5a8b72f392e3ec0dc1db3c&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA1LjE2N1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--5e0370fdb4ae3b04ec56fe128a1a371d398ae3ad,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-58-cm-bc0c02ec,Silla exterior con brazos aluminio · estilo elegante | 58 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=2b0677e784a51213fc5a50b66482fe61&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA1LjYzMVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--eddd72405689de588a6d28863c39a1b5b29bd8ae,ACTIVE,Tag=Balliu; source_color=Verde
balliu-create,balliu-silla-exterior-con-brazos-resina-estilo-funcional-94b6e5b5-2,Silla exterior con brazos resina · estilo funcional,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=72b6b73d7d6cac0edbc7b4b42a45e300&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA2LjE4MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--07367da2a26bc9a1a39122e7d75c0b564e0dd450,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-silla-exterior-aluminio-estilo-contemporaneo-afd89221,Silla exterior aluminio · estilo contemporáneo,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=6af97714755fe16bfe33c7c38e9c8b5f&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA2LjUyM1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--402e3157af092cc4bc99c2974c761f2b399642ce,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-mesa-exterior-aluminio-9e30ca7f,Mesa exterior aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=a1ff69a60c3c408a7f9bd4e14b15082f&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA2Ljg1OFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--c277650a3cd71fbed5d5fa24f18eb80f83b3449f,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-mesa-exterior-5d0fb586,Mesa exterior,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=64a77a9cd4d9a932c982c0cd43af5fc8&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA3LjE3M1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--f38a4c51f5a5d1dbed5a5a8b25b1fbd99b572a24,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-mesa-exterior-1cf4d3d5,Mesa exterior,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=fe2907977a3fd978ecf20febbcb74d45&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA3LjQ5NloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--17445c67857c32844e0a483eae37c33b670a4936,ACTIVE,Tag=Balliu; source_color=Rojo
balliu-update,balliu-mesa-auxiliar-exterior-resina-48-cm-de421a42,Mesa auxiliar exterior resina | 48 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=14004da6fef69a26822f75869b32715c&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA4LjAwNVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--dc2c52fd37a458afaa6da27908d4944b00609412,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-resina-48-cm-911a77ba,Mesa auxiliar exterior resina | 48 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=79ba31163bf325614944c351078a98ee&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA4LjUwMloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--07e79d064810587b2b144b4a2cc2b3e6a5481e07,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-resina-48-cm-35554775,Mesa auxiliar exterior resina | 48 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=c563a4de40da817ece745e76d0cbd360&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjA4LjkzOVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--7201a58c14f1200c07775f35d9cde753f40e8b0d,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-mesa-auxiliar-exterior-resina-48-cm-25cd2ede,Mesa auxiliar exterior resina | 48 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=7f803ffeceec4a6a8c2afd2f53a0f0b1&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjEwLjE5OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--822ae399c388bb74a808882c66cf0b11f1010ba6,ACTIVE,Tag=Balliu; source_color=Amarillo
balliu-update,balliu-mesa-auxiliar-exterior-aluminio-54-cm-6c7a42d9,Mesa auxiliar exterior aluminio | 54 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=910dc7c56132c62bea695efe994a37c6&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjEwLjY1MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--e1b43c2757adf68628cd527deb706c8ddcc4ccaa,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-aluminio-90b11e5b,Mesa auxiliar exterior aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=a9bc3983d0c0b7f8beb7c2cf092d5f05&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjExLjE1M1oiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--701a1b175354578a5cc9c8619309b3b4f5ddecc9,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-aluminio-27ce9446,Mesa auxiliar exterior aluminio,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=1a2ee9a372451c2435159fd39389273d&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjExLjYyNFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--0c52875dbbcc309ac9d1c9a84d01dbdf9ec08330,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-aluminio-60-cm-c5331ce8,Mesa auxiliar exterior aluminio | 60 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=045cdf84e902e362182b785a3106403a&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjEyLjA5MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--f1e3c4592aee9dbe2648bd897f71a5002530588e,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-aluminio-60-cm-7664d255,Mesa auxiliar exterior aluminio | 60 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=8e3afaf4ac54cfe47517e3bf28003462&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjEyLjY0MVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--fc1636a15a3e92edb6a09d9754b2f3ea741b694e,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-auxiliar-exterior-aluminio-60-cm-9c991818,Mesa auxiliar exterior aluminio | 60 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=7c23d1a65a7ef2966f8335bc3f3b257f&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjEzLjE0MloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--280cc4cbcb8829942f26280a56bf750ec363d805,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-exterior-resina-70-cm-33ce1613,Mesa exterior resina | Ø70 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=031cdbd0f9a3e8ce3e36636af12327f8&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjEzLjYwNFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--60f77b4b2b68ff69834b8c82a2e77c562f5fc3a6,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-exterior-resina-80-cm-eb565c3e,Mesa exterior resina | Ø80 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=b9390a8c4e92112b563e6be4e04e9c26&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjE0LjE4NloiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--254558108fa4ba797100f7efa6d228bf49f01ea3,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-exterior-resina-90-cm-871df608,Mesa exterior resina | Ø90 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=e25946f918e37852c1231fe2546645e2&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjE0LjcxMFoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--6727076f253bee1a5510c4f54b0078b06a9751cd,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-exterior-resina-7070-cm-7ab14c9a,Mesa exterior resina | 70×70 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=6f1f8033bb9754d4455554d4982ec0af&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjE1LjE3NVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--d79a4af9f2c8f0be769186a11098d48add6bc56d,ACTIVE,Tag=Balliu; source_color=Verde
balliu-update,balliu-mesa-exterior-resina-8080-cm-1a5a5005,Mesa exterior resina | 80×80 cm,Balliu,https://b0gsfsdyse43nzki-96767377732.shopifypreview.com/products_preview?preview_key=0b8cc7f79265e581b563500adfac2fcf&_bt=eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaEpJaUp0ZFdWaWJHVnpaWGgwWlhKcGIzSXViWGx6YUc5d2FXWjVMbU52YlFZNkJrVlUiLCJleHAiOiIyMDI2LTAzLTMwVDIyOjE4OjE1Ljc0OVoiLCJwdXIiOiJwZXJtYW5lbnRfcGFzc3dvcmRfYnlwYXNzIn19--62c050ea494c4b32f0f48004835ce53c9ee80b3e,ACTIVE,Tag=Balliu; source_color=Verde
