handle,sku,titulo,cat,price,cost_net,fuente,gross_pct,net_pct,net_eur,carrier,fee,esc,alerta,notas,compare_ok
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-140-180X90-ALUMINIO-GRIS,Mesa extensible exterior aluminio · HPL · Atlanta,l,1275.0,789.72,excel_handle_est,25.1,22.5,236.92,0.0,27.08,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-140-180X90-ALUMINIO-BLANCO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1275.0,789.72,excel_handle_est,25.1,22.5,236.92,0.0,27.08,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-140-180X90-ALUMINIO-MOONWALK,Mesa extensible exterior aluminio · HPL · Atlanta,l,1275.0,789.72,excel_handle_est,25.1,22.5,236.92,0.0,27.08,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-140-180X90-ALUMINIO-SKYLINE,Mesa extensible exterior aluminio · HPL · Atlanta,l,1275.0,789.72,excel_handle_est,25.1,22.5,236.92,0.0,27.08,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-140-180X90-ALUMINIO-PRADO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1275.0,789.72,excel_handle_est,25.1,22.5,236.92,0.0,27.08,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-BLANCO-GRIS,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-BLANCO-BLANCO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-BLANCO-MOONWALK,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-BLANCO-SKYLINE,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-BLANCO-PRADO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-TORTOLA-GRIS,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-TORTOLA-BLANCO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-TORTOLA-MOONWALK,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-TORTOLA-SKYLINE,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-TORTOLA-PRADO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-ALUMINIO-GRIS,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-ALUMINIO-BLANCO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-ALUMINIO-MOONWALK,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-ALUMINIO-SKYLINE,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,SV-ATLANTA-200-260X100-ALUMINIO-PRADO,Mesa extensible exterior aluminio · HPL · Atlanta,l,1670.0,789.72,excel_handle_est,42.8,40.2,555.08,0.0,35.37,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-BLANCO-GRIS,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-BLANCO-BLANCO,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-BLANCO-MOONWALK,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-BLANCO-SKYLINE,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-BLANCO-PRADO,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-TORTOLA-GRIS,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-TORTOLA-BLANCO,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-TORTOLA-MOONWALK,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-TORTOLA-SKYLINE,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-TORTOLA-PRADO,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-ALUMINIO-GRIS,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-ALUMINIO-BLANCO,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-ALUMINIO-MOONWALK,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-ALUMINIO-SKYLINE,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-140-180X100-ALUMINIO-PRADO,Mesa extensible exterior aluminio · HPL · Java,l,1575.0,975.21,excel_handle_est,25.1,22.5,293.07,0.0,33.38,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-BLANCO-GRIS,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-BLANCO-BLANCO,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-BLANCO-MOONWALK,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-BLANCO-SKYLINE,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-BLANCO-PRADO,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-TORTOLA-GRIS,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-TORTOLA-BLANCO,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-TORTOLA-MOONWALK,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-TORTOLA-SKYLINE,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-TORTOLA-PRADO,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-ALUMINIO-GRIS,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-ALUMINIO-BLANCO,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-ALUMINIO-MOONWALK,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-ALUMINIO-SKYLINE,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,SV-JAVA-200-260X100-ALUMINIO-PRADO,Mesa extensible exterior aluminio · HPL · Java,l,2019.0,975.21,excel_handle_est,41.6,39.0,650.69,0.0,42.7,envio_gratis,OK,,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-BLANCO-GRIS,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-BLANCO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-BLANCO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-BLANCO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-BLANCO-PRADO,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-TORTOLA-GRIS,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-TORTOLA-BLANCO,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-TORTOLA-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-TORTOLA-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-TORTOLA-PRADO,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-ALUMINIO-GRIS,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-ALUMINIO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-ALUMINIO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-ALUMINIO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D70-ALUMINIO-PRADO,Mesa exterior aluminio · HPL · Capri,m,349.95,273.25,excel_handle_est,5.5,13.2,38.27,0.0,7.65,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-BLANCO-GRIS,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-BLANCO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-BLANCO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-BLANCO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-BLANCO-PRADO,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-TORTOLA-GRIS,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-TORTOLA-BLANCO,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-TORTOLA-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-TORTOLA-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-TORTOLA-PRADO,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-ALUMINIO-GRIS,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-ALUMINIO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-ALUMINIO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-ALUMINIO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D80-ALUMINIO-PRADO,Mesa exterior aluminio · HPL · Capri,m,387.95,273.25,excel_handle_est,14.8,21.5,68.88,0.0,8.45,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-BLANCO-GRIS,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-BLANCO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-BLANCO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-BLANCO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-BLANCO-PRADO,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-TORTOLA-GRIS,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-TORTOLA-BLANCO,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-TORTOLA-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-TORTOLA-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-TORTOLA-PRADO,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-ALUMINIO-GRIS,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-ALUMINIO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-ALUMINIO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-ALUMINIO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-D90-ALUMINIO-PRADO,Mesa exterior aluminio · HPL · Capri,m,389.95,273.25,excel_handle_est,15.2,21.9,70.49,0.0,8.49,cliente_paga,OK,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-BLANCO-GRIS,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-BLANCO-BLANCO,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-BLANCO-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-BLANCO-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-BLANCO-PRADO,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-TORTOLA-GRIS,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-TORTOLA-BLANCO,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-TORTOLA-MOONWALK,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,SV-CAPRI-70X70-TORTOLA-SKYLINE,Mesa exterior aluminio · HPL · Capri,m,378.95,273.25,excel_handle_est,12.8,19.7,61.63,0.0,8.26,cliente_paga,AVISO,coste_estimado,OK
