SKU;Producto;Precio neto exworks sin iva;Precio Venta;Margen €;Margen%;Coste de Envio;;PVP Recomendado;Descripción;Ancho (cm);Fondo (cm);Alto (cm);Imagen;Proveedor;Match %;Color Match;Detalle Match
BALLIU_OLIMPIA_SOFA_DOBLE_TELA_BALLI_4C82D31E;Sofá exterior 3 plazas aluminio · estilo elegante | 62 cm;356,97 €;731,79 €;203,29 €;56,95 %;;;731,79 €;"El sofá Olimpia destaca por su diseño atemporal, con líneas rectas que aportan un estilo elegante a cualquier espacio. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza máxima resistencia y durabilidad.
Pensado para quienes buscan ﬁrmeza y estabilidad, sus cojines están rellenos de espuma Dryfeel. Esto permite su uso en exteriores sin necesidad de protección, aportando una mayor resistencia a la intemperie. Disponible en versiones de 1, 2 y 3 plazas, se adapta a distintos espacios.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 62, Doble:126, Triple:184 cm | Ancho: 62 cm | Alto: 73 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg";62;;73;https://www.balliuexport.com/wp-content/uploads/2020/02/2019_jmf3615_v2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_OLIMPIA_SOFA_TRIPLE_TELA_BALL_CACE2317;Sofá exterior 3 plazas aluminio · estilo elegante | 62 cm;534,41 €;1.095,54 €;304,35 €;56,95 %;;;1.095,54 €;"El sofá Olimpia destaca por su diseño atemporal, con líneas rectas que aportan un estilo elegante a cualquier espacio. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza máxima resistencia y durabilidad.
Pensado para quienes buscan ﬁrmeza y estabilidad, sus cojines están rellenos de espuma Dryfeel. Esto permite su uso en exteriores sin necesidad de protección, aportando una mayor resistencia a la intemperie. Disponible en versiones de 1, 2 y 3 plazas, se adapta a distintos espacios.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 62, Doble:126, Triple:184 cm | Ancho: 62 cm | Alto: 73 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg";62;;73;https://www.balliuexport.com/wp-content/uploads/2020/02/2019_jmf3615_v2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_OLIMPIA_MESA_AUXILIA_CENTRAL_TABLERO__19D3D0EE;Mesa auxiliar exterior aluminio | 54 cm;122,04 €;250,18 €;69,50 €;56,95 %;;;250,18 €;"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.
El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg";54;;34;https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_OLIMPIA_MESA_AUXILIA_CENTRAL_TABLERO__9E2A2ECB;Mesa auxiliar exterior aluminio | 54 cm;130,35 €;267,22 €;74,23 €;56,95 %;;;267,22 €;"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.
El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg";54;;34;https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_OLIMPIA_MESA_AUXILIA_ESQUINERA_TABLER_5AD43BF2;Mesa auxiliar exterior aluminio | 54 cm;123,32 €;252,81 €;70,23 €;56,95 %;;;252,81 €;"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.
El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg";54;;34;https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_OLIMPIA_MESA_AUXILIA_ESQUINERA_TABLER_2AD5A2DF;Mesa auxiliar exterior aluminio | 54 cm;136,79 €;280,42 €;77,90 €;56,95 %;;;280,42 €;"La mesa auxiliar Olimpia destaca por su diseño contemporáneo y funcional. Con una estructura monobloque de aluminio endurecido, ofrece gran solidez y durabilidad.
El tablero, fabricado con tejido Balliu personalizable, aporta un toque único, siendo una opción distintiva en cualquier espacio. Su diseño apilable añade practicidad, mientras que sus líneas rectas refuerzan su estética simple y moderna. Perfectamente combinable con la familia Olimpia, es ideal para un estilo limpio y elegante.
Tejido Balliu
Aluminio texturizado
Dimensiones: Largo: 74 cm | Ancho: 54 cm | Alto: 34 cm | Peso: 7,9 kg";54;;34;https://www.balliuexport.com/wp-content/uploads/2020/02/olimpia-mesa-central-blanco-800x614-2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_SOFA_INDIVIDUAL_ACRIL_674AB9A1;Sofá exterior 3 plazas aluminio · estilo contemporáneo | 77 cm;367,06 €;752,47 €;209,04 €;56,95 %;;;752,47 €;"El sofá Etna combina elegancia y confort para crear un espacio de descanso al aire libre. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza resistencia y durabilidad.
Con reposabrazos integrados, respaldo inclinado y patas traseras inclinadas, ofrece una estética relajada y acogedora. Disponible en 1, 2 y 3 plazas, se adapta a diferentes espacios y necesidades. Además, gracias a su combinación de materiales, el sofá ofrece un extra de confort. Para alargar su vida útil, se recomienda su uso en zonas cubiertas o protegidas de la lluvia.
Tejido acrílico
Aluminio texturizado
Dimensiones: Largo: 68, Doble: 126, Triple: 184 cm | Ancho: 77 cm | Alto: 96 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg";77;;96;https://www.balliuexport.com/wp-content/uploads/2023/07/Balliu-5690-by-mCFalkyphoto-TpSze.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_SOFA_DOBLE_ACRILICO_AED77E2A;Sofá exterior 3 plazas aluminio · estilo contemporáneo | 77 cm;611,77 €;1.254,13 €;348,40 €;56,95 %;;;1.254,13 €;"El sofá Etna combina elegancia y confort para crear un espacio de descanso al aire libre. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza resistencia y durabilidad.
Con reposabrazos integrados, respaldo inclinado y patas traseras inclinadas, ofrece una estética relajada y acogedora. Disponible en 1, 2 y 3 plazas, se adapta a diferentes espacios y necesidades. Además, gracias a su combinación de materiales, el sofá ofrece un extra de confort. Para alargar su vida útil, se recomienda su uso en zonas cubiertas o protegidas de la lluvia.
Tejido acrílico
Aluminio texturizado
Dimensiones: Largo: 68, Doble: 126, Triple: 184 cm | Ancho: 77 cm | Alto: 96 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg";77;;96;https://www.balliuexport.com/wp-content/uploads/2023/07/Balliu-5690-by-mCFalkyphoto-TpSze.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_SOFA_TRIPLE_ACRILICO_E58D825A;Sofá exterior 3 plazas aluminio · estilo contemporáneo | 77 cm;837,52 €;1.716,92 €;476,97 €;56,95 %;;;1.716,92 €;"El sofá Etna combina elegancia y confort para crear un espacio de descanso al aire libre. Su estructura de aluminio endurecido con tornillería en acero inoxidable garantiza resistencia y durabilidad.
Con reposabrazos integrados, respaldo inclinado y patas traseras inclinadas, ofrece una estética relajada y acogedora. Disponible en 1, 2 y 3 plazas, se adapta a diferentes espacios y necesidades. Además, gracias a su combinación de materiales, el sofá ofrece un extra de confort. Para alargar su vida útil, se recomienda su uso en zonas cubiertas o protegidas de la lluvia.
Tejido acrílico
Aluminio texturizado
Dimensiones: Largo: 68, Doble: 126, Triple: 184 cm | Ancho: 77 cm | Alto: 96 cm | Peso: 9,5, Doble: 20,7, Triple: 28,8 kg";77;;96;https://www.balliuexport.com/wp-content/uploads/2023/07/Balliu-5690-by-mCFalkyphoto-TpSze.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_MESA_CENTRAL_TABLERO_HPL_510B363E;Mesa de centro exterior aluminio | 60 cm;194,70 €;399,14 €;110,88 €;56,95 %;;;399,14 €;"La mesa Etna central mantiene la esencia de la familia Etna. Su diseño simple y limpio, con líneas rectas y equilibradas, le aporta un estilo elegante y atemporal.
Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y estabilidad. Su tablero de HPL, altamente duradero, facilita combinaciones versatiles para cualquier entorno. La Etna central es soﬁsticada y funcional, ideal para combinar con otros elementos de la familia Etna.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg";60;;44,5;https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ETNA_MESA_CENTRAL_TABLERO_HPL_GD_BC53F712;Mesa de centro exterior aluminio | 60 cm;226,66 €;464,65 €;129,08 €;56,95 %;;;464,65 €;"La mesa Etna central mantiene la esencia de la familia Etna. Su diseño simple y limpio, con líneas rectas y equilibradas, le aporta un estilo elegante y atemporal.
Fabricada en aluminio endurecido con tornillería en acero inoxidable, garantiza resistencia y estabilidad. Su tablero de HPL, altamente duradero, facilita combinaciones versatiles para cualquier entorno. La Etna central es soﬁsticada y funcional, ideal para combinar con otros elementos de la familia Etna.
Tablero
HPL
Aluminio texturizado
Dimensiones: Largo: 110 cm | Ancho: 60 cm | Alto: 44,5 cm | Peso: N/D kg";60;;44,5;https://www.balliuexport.com/wp-content/uploads/2026/02/Balliu_MesaCentral-Etna_blanco_Moonwalk2.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_PARASOL_TELA_ACRILICA_236BD5F0;Parasol para terraza acrílico;221,96 €;455,02 €;126,41 €;56,95 %;;;455,02 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_BALLIU_82E48B2D;Parasol para terraza;206,48 €;423,28 €;117,59 €;56,95 %;;;423,28 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_ACRILICA_236BD5F0;Parasol para terraza acrílico;213,86 €;438,41 €;121,79 €;56,95 %;;;438,41 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_BALLIU_82E48B2D;Parasol para terraza;163,38 €;334,93 €;93,04 €;56,95 %;;;334,93 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_BALLIU_250__F1ED8B8B;Parasol para terraza;204,95 €;420,15 €;116,72 €;56,95 %;;;420,15 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_ACRILICA_25_C8DD492D;Parasol para terraza acrílico;222,76 €;456,66 €;126,86 €;56,95 %;;;456,66 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_ACRILICA_236BD5F0;Parasol para terraza acrílico;228,96 €;469,37 €;130,39 €;56,95 %;;;469,37 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PARASOL_TELA_BALLIU_82E48B2D;Parasol para terraza;217,14 €;445,14 €;123,66 €;56,95 %;;;445,14 €;Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_GARBI_PARASOL_DIAM_300_CM_TELA_3B7E77D1;Parasol para terraza aluminio | Ø300 cm;561,54 €;1.151,16 €;319,80 €;56,95 %;;;1.151,16 €;"El parasol Garbí es una opción de gran tamaño, ideal para cualquier espacio exterior. Con una estructura de aluminio y varillas con perﬁl rectangular de aluminio, garantiza excelente resistencia. Su tejido Textilene lo convierte en una opción destacada en su categoría. Este material ofrece una gran resistencia y una larga vida útil.
Cuenta con una válvula de liberación de aire incorporada para mayor estabilidad, y su diseño redondo asegura una cobertura óptima. Diseñado para ser usado con base, disponible en nuestro catálogo, el Garbí es ideal para quienes buscan una solución funcional y robusta para grandes áreas exteriores.
Tejido Balliu
Aluminio mate
Dimensiones: Alto: 275 cm | Diámetro: 300 cm | Peso: 17 kg";;;275;https://www.balliuexport.com/wp-content/uploads/2025/04/garbi-parasol-800x614-01-1200x921.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_BRISA_PARASOL_PARASOL_TELA_BAL_0CEBA8E7;Parasol para terraza aluminio | 300 cm;561,54 €;1.151,16 €;319,80 €;56,95 %;;;1.151,16 €;"El parasol Brisa es una opción que combina resistencia, ligereza y funcionalidad en un diseño de gran tamaño. Su estructura y varillas de aluminio garantizan una excelente durabilidad, mientras que su tejido de Textilene lo distingue de otros parasoles. Este material, poco común en su categoría, ofrece una resistencia excepcional.
Su panel cuadrado proporciona una amplia zona de sombra, ideal para cualquier espacio exterior. Incorpora una válvula de liberación de aire para mayor estabilidad y está diseñada para utilizarse con base, disponible en nuestro catálogo.
Tejido Balliu
Dimensiones: Ancho: 300 cm | Alto: 285 cm | Peso: 10 kg";300;;285;https://www.balliuexport.com/wp-content/uploads/2023/12/brisa-parasol-avena-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_ROMA_PARASOL_300X300_CM_6C1E1224;Parasol para terraza aluminio | 300 cm;1.019,50 €;2.089,98 €;580,60 €;56,95 %;;;2.089,98 €;"El parasol Roma es una opción de gran tamaño, diseñado para ofrecer máxima sombra y confort. Su estructura y varillas de aluminio proporcionan una excelente durabilidad, mientras que la válvula de liberación de aire garantiza mayor estabilidad.
Se abre fácilmente con manivela, permitiendo regular su inclinación. Incluye una cruzeta con rotación de 360º para ser ﬁjada con losas de hormigón, disponibles en nuestro catálogo. Ideal para grandes espacios, el Roma es sinónimo de resistencia y versatilidad.
Tejido acrílico
Dimensiones: Ancho: 300 cm | Alto: 210 cm | Peso: N/D kg";300;;210;https://www.balliuexport.com/wp-content/uploads/2023/12/roma-parasol-gris-oscuro-800x614-1.jpg;Balliu;100;Verde;Catalogo + web
BALLIU_PASARELA_RESINA_RECI_METRO_PASARELA_B_DA11D420;Accesorio exterior resina;48,25 €;98,91 €;27,48 €;56,95 %;;;98,91 €;Pasarela Resina Reciclada 100 %;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PASARELA_RESINA_METRO_PASARELA_1_DF85D2D1;Accesorio exterior resina;82,22 €;168,55 €;46,82 €;56,95 %;;;168,55 €;Pasarela Resina;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_COLCHONETA_TUMBONA_TEJIDO_ACRILICO_26977CB8;Colchoneta para tumbona acrílico;70,57 €;144,67 €;40,19 €;56,95 %;;;144,67 €;Colchoneta Tumbona;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_COLCHONETA_TUMBONA_TELA_BALLIU_GUAT_0E9A3256;Colchoneta para tumbona;62,07 €;127,24 €;35,35 €;56,95 %;;;127,24 €;Colchoneta Tumbona;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_COLCHONETA_TUMBONA_TELA_BALLIU_DRYF_41269616;Colchoneta para tumbona;102,54 €;210,21 €;58,40 €;56,95 %;;;210,21 €;Colchoneta Tumbona;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_WEGUARD_CAJA_DE_SEGU_6264905D;Mobiliario exterior resina | 28 cm;34,61 €;70,95 €;19,71 €;56,95 %;;;70,95 €;"La caja de seguridad WeGuard está fabricada con polipropileno de alta resistencia, ofreciendo durabilidad y seguridad. Cuenta con una cerradura de dial numérico y una llave de seguridad para mayor protección.
Su capacidad de 1,6 litros es ideal para guardar objetos pequeños. Compatible exclusivamente con las tumbonas Eva Pro, es una solución perfecta para mantener tus pertenencias a salvo.
Resina Classic
Dimensiones: Largo: 20 cm | Ancho: 28 cm | Alto: 8,5 cm | Peso: N/D kg";28;;8,5;https://www.balliuexport.com/wp-content/uploads/2024/03/weguard-caja-de-seguridad-blanco-ambiente-800x614-1.jpg;Balliu;69;Amarillo;Catalogo + web
BALLIU_PIE_PARASOL_40_KG_C2147052;Pie de parasol;88,17 €;180,75 €;50,21 €;56,95 %;;;180,75 €;Pie Parasol 40 kg;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PIE_PARASOL_40_KG_RE_FAB3CAC6;Pie de parasol;68,16 €;139,73 €;38,82 €;56,95 %;;;139,73 €;Pie Parasol 40 kg Recubrimiento Plastico;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_BASE_HORMIGON_25_KG_3EE8B72D;Base de parasol;54,88 €;112,50 €;31,26 €;56,95 %;;;112,50 €;Base Hormigón 25 Kg;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_BASE_HORMIGON_30_KG_890A4CD4;Base de parasol;27,52 €;56,42 €;15,67 €;56,95 %;;;56,42 €;Base Hormigón 30 Kg;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_TUMBONA_12_UNIDADES_D7D20AB0;Funda protectora exterior;137,94 €;282,78 €;78,56 €;56,95 %;;;282,78 €;Funda Tumbona;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_TUMBONA_24_UNIDADES_287BB1C0;Funda protectora exterior;176,97 €;362,79 €;100,78 €;56,95 %;;;362,79 €;Funda Tumbona;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_TUMBONA_2_UNIDADES_686CC405;Funda protectora exterior;42,82 €;87,78 €;24,39 €;56,95 %;;;87,78 €;Funda Tumbona;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_PARASOL_1_UNIDADES_ACRIL_A1C16324;Funda protectora exterior acrílico;19,68 €;40,34 €;11,21 €;56,95 %;;;40,34 €;Funda Parasol;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_SOFA_SOFA_INDIVIDUAL_6F6D4953;Funda protectora exterior;69,71 €;142,91 €;39,70 €;56,95 %;;;142,91 €;Funda sofá;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_SOFA_SOFA_DOBLE_0595C4C0;Funda protectora exterior;99,95 €;204,90 €;56,92 €;56,95 %;;;204,90 €;Funda sofá;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_SOFA_SOFA_TRIPLE_852AF1C6;Funda protectora exterior;122,35 €;250,82 €;69,68 €;56,95 %;;;250,82 €;Funda sofá;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_FUNDA_SILLA_6_UNIDADES_340B2844;Funda protectora exterior;45,21 €;92,68 €;25,75 €;56,95 %;;;92,68 €;Funda Silla;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_COJIN_40X40_COJIN_CUADRAL_523E5AE9;Cojín exterior;28,69 €;58,81 €;16,34 €;56,95 %;;;58,81 €;Cojin 40X40;;;;;Balliu;0;Rojo;Sin match fiable
BALLIU_PRODUCTO_LIMPIADOR_LIMPIADOR_TUMBON_D0D3FC26;Limpiador para mobiliario exterior;12,41 €;25,44 €;7,07 €;56,95 %;;;25,44 €;Producto Limpiador;;;;;Balliu;0;Rojo;Sin match fiable
